path,primary_label
train_audio/recfin1/XC689372.ogg,recfin1
train_audio/compot1/iNat1613582.ogg,compot1
train_audio/trsowl/XC941723.ogg,trsowl
train_audio/watjac1/XC807891.ogg,watjac1
train_audio/fusfly1/XC376610.ogg,fusfly1
train_audio/redjun/XC953617.ogg,redjun
train_audio/palhor3/XC80918.ogg,palhor3
train_audio/platyr1/XC509784.ogg,platyr1
train_audio/trokin/iNat1436938.ogg,trokin
train_audio/22956/iNat804970.ogg,22956
train_audio/67107/iNat1200164.ogg,67107
train_audio/soulap1/iNat782811.ogg,soulap1
train_audio/shshaw/XC488351.ogg,shshaw
train_audio/souant1/XC17578.ogg,souant1
train_audio/blheag1/XC912402.ogg,blheag1
train_audio/sobcac1/XC949494.ogg,sobcac1
train_audio/67107/iNat1635719.ogg,67107
train_audio/baymac/XC705946.ogg,baymac
train_audio/paltan1/XC170046.ogg,paltan1
train_audio/camfli1/XC992877.ogg,camfli1
train_audio/spbant3/XC285531.ogg,spbant3
train_audio/blheag1/XC329691.ogg,blheag1
train_audio/blchaw1/iNat329195.ogg,blchaw1
train_audio/65377/iNat181436.ogg,65377
train_audio/barant1/XC80108.ogg,barant1
train_audio/ruftho1/iNat1196755.ogg,ruftho1
train_audio/saytan1/XC119108.ogg,saytan1
train_audio/74113/XC1067099.ogg,74113
train_audio/whbant2/XC419152.ogg,whbant2
train_audio/thlwre1/XC834039.ogg,thlwre1
train_audio/glteme1/XC500644.ogg,glteme1
train_audio/ruftof1/XC187729.ogg,ruftof1
train_audio/22956/iNat1637913.ogg,22956
train_audio/soulap1/iNat634739.ogg,soulap1
train_audio/spbant3/XC294222.ogg,spbant3
train_audio/watjac1/XC820354.ogg,watjac1
train_audio/swtman1/iNat16265.ogg,swtman1
train_audio/blchaw1/XC506367.ogg,blchaw1
train_audio/orbtro3/XC50101.ogg,orbtro3
train_audio/rufnig1/XC440799.ogg,rufnig1
train_audio/bkcdon/XC653138.ogg,bkcdon
train_audio/phecuc1/XC168066.ogg,phecuc1
train_audio/swthum1/iNat56880.ogg,swthum1
train_audio/pirfly1/XC896089.ogg,pirfly1
train_audio/undtin1/XC729222.ogg,undtin1
train_audio/sibtan2/XC386686.ogg,sibtan2
train_audio/swtman1/iNat566157.ogg,swtman1
train_audio/1161364/iNat842139.ogg,1161364
train_audio/yehcar1/iNat1336124.ogg,yehcar1
train_audio/compot1/iNat1214007.ogg,compot1
train_audio/67107/iNat1668289.ogg,67107
train_audio/oliwoo1/XC993190.ogg,oliwoo1
train_audio/bunibi1/XC582150.ogg,bunibi1
train_audio/greant1/XC387997.ogg,greant1
train_audio/shshaw/iNat824331.ogg,shshaw
train_audio/baymac/XC956583.ogg,baymac
train_audio/phecuc1/XC199025.ogg,phecuc1
train_audio/bobfly1/XC389179.ogg,bobfly1
train_audio/blchaw1/XC592751.ogg,blchaw1
train_audio/1161364/iNat810195.ogg,1161364
train_audio/rufnig1/iNat831316.ogg,rufnig1
train_audio/burowl/iNat830137.ogg,burowl
train_audio/whlspi1/XC556612.ogg,whlspi1
train_audio/rufgna3/XC252356.ogg,rufgna3
train_audio/hyamac1/XC84865.ogg,hyamac1
train_audio/hyamac1/XC205633.ogg,hyamac1
train_audio/compot1/XC770502.ogg,compot1
train_audio/plasla1/XC698631.ogg,plasla1
train_audio/rufcac2/XC854909.ogg,rufcac2
train_audio/22983/iNat347849.ogg,22983
train_audio/gretho2/iNat493037.ogg,gretho2
train_audio/yeofly1/XC479384.ogg,yeofly1
train_audio/43435/XC960449.ogg,43435
train_audio/giwrai1/iNat587431.ogg,giwrai1
train_audio/bobfly1/XC204846.ogg,bobfly1
train_audio/yebcar/XC573571.ogg,yebcar
train_audio/limpki/iNat592903.ogg,limpki
train_audio/picpig2/XC1035789.ogg,picpig2
train_audio/swthum1/iNat1677846.ogg,swthum1
train_audio/22983/iNat1243068.ogg,22983
train_audio/22956/iNat1723893.ogg,22956
train_audio/smbtin1/iNat1185724.ogg,smbtin1
train_audio/whbant2/iNat312574.ogg,whbant2
train_audio/whlspi1/XC738443.ogg,whlspi1
train_audio/sobcac1/iNat1565923.ogg,sobcac1
train_audio/67107/iNat1644752.ogg,67107
train_audio/houspa/iNat1430695.ogg,houspa
train_audio/shcfly1/XC943863.ogg,shcfly1
train_audio/43435/iNat172602.ogg,43435
train_audio/lesgrf1/XC174706.ogg,lesgrf1
train_audio/whbant2/XC80038.ogg,whbant2
train_audio/crbthr1/iNat527547.ogg,crbthr1
train_audio/saytan1/iNat885602.ogg,saytan1
train_audio/burowl/iNat1316945.ogg,burowl
train_audio/watjac1/XC369645.ogg,watjac1
train_audio/ficman1/XC200128.ogg,ficman1
train_audio/picpig2/XC299139.ogg,picpig2
train_audio/555146/XC950136.ogg,555146
train_audio/palhor3/XC896231.ogg,palhor3
train_audio/compau/iNat17986.ogg,compau
train_audio/gretho2/XC681207.ogg,gretho2
train_audio/74113/XC1067100.ogg,74113
train_audio/rebscy1/XC499817.ogg,rebscy1
train_audio/whnjay1/XC82205.ogg,whnjay1
train_audio/strcuc1/XC436988.ogg,strcuc1
train_audio/rutjac1/iNat366531.ogg,rutjac1
train_audio/grhtan1/XC705457.ogg,grhtan1
train_audio/yehcar1/iNat30528.ogg,yehcar1
train_audio/sobtyr1/XC933711.ogg,sobtyr1
train_audio/orbtro3/XC341787.ogg,orbtro3
train_audio/spbant3/iNat260355.ogg,spbant3
train_audio/rufhor2/iNat138287.ogg,rufhor2
train_audio/compau/XC450508.ogg,compau
train_audio/barant1/XC428314.ogg,barant1
train_audio/bufpar/iNat1001541.ogg,bufpar
train_audio/lesgrf1/iNat181517.ogg,lesgrf1
train_audio/hyamac1/XC123457.ogg,hyamac1
train_audio/burowl/iNat1070820.ogg,burowl
train_audio/hyamac1/XC145809.ogg,hyamac1
train_audio/palhor3/XC271736.ogg,palhor3
train_audio/crbthr1/XC366778.ogg,crbthr1
train_audio/whlspi1/XC395453.ogg,whlspi1
train_audio/redjun/iNat1231237.ogg,redjun
train_audio/recfin1/XC206892.ogg,recfin1
train_audio/watjac1/XC200361.ogg,watjac1
train_audio/bobfly1/XC616378.ogg,bobfly1
train_audio/redjun/iNat737813.ogg,redjun
train_audio/burowl/iNat1143303.ogg,burowl
train_audio/swtman1/XC551323.ogg,swtman1
train_audio/bobfly1/iNat193974.ogg,bobfly1
train_audio/yeofly1/XC803719.ogg,yeofly1
train_audio/saffin/XC210963.ogg,saffin
train_audio/whbwar2/iNat786917.ogg,whbwar2
train_audio/22973/XC167037.ogg,22973
train_audio/soulap1/XC855283.ogg,soulap1
train_audio/rufcac2/XC602730.ogg,rufcac2
train_audio/paltan1/iNat856938.ogg,paltan1
train_audio/rebscy1/XC841728.ogg,rebscy1
train_audio/barant1/XC953418.ogg,barant1
train_audio/saytan1/iNat193246.ogg,saytan1
train_audio/compot1/XC70535.ogg,compot1
train_audio/swthum1/XC813195.ogg,swthum1
train_audio/spbant3/iNat1449831.ogg,spbant3
train_audio/saytan1/XC84788.ogg,saytan1
train_audio/bkcdon/XC863918.ogg,bkcdon
train_audio/whbwar2/iNat1560883.ogg,whbwar2
train_audio/horscr1/XC816905.ogg,horscr1
train_audio/23158/iNat1322093.ogg,23158
train_audio/undtin1/iNat1053480.ogg,undtin1
train_audio/scadov1/XC738445.ogg,scadov1
train_audio/blchaw1/XC115712.ogg,blchaw1
train_audio/trsowl/XC414180.ogg,trsowl
train_audio/compot1/iNat1468005.ogg,compot1
train_audio/shcfly1/XC213054.ogg,shcfly1
train_audio/22973/iNat583591.ogg,22973
train_audio/sobcac1/iNat155233.ogg,sobcac1
train_audio/palhor3/XC298939.ogg,palhor3
train_audio/toctou1/iNat731714.ogg,toctou1
train_audio/rufhor2/iNat572214.ogg,rufhor2
train_audio/22973/iNat348132.ogg,22973
train_audio/sibtan2/XC210148.ogg,sibtan2
train_audio/sibtan2/XC708290.ogg,sibtan2
train_audio/thlwre1/XC385699.ogg,thlwre1
train_audio/paltan1/XC939054.ogg,paltan1
train_audio/toctou1/XC124538.ogg,toctou1
train_audio/555146/iNat1263319.ogg,555146
train_audio/saffin/XC708581.ogg,saffin
train_audio/platyr1/XC844009.ogg,platyr1
train_audio/bufpar/iNat1125618.ogg,bufpar
train_audio/crebec1/XC678303.ogg,crebec1
train_audio/74113/iNat1463593.ogg,74113
train_audio/palhor3/XC707337.ogg,palhor3
train_audio/crbthr1/XC777758.ogg,crbthr1
train_audio/soulap1/XC130484.ogg,soulap1
train_audio/crbthr1/XC708357.ogg,crbthr1
train_audio/sobtyr1/XC419463.ogg,sobtyr1
train_audio/rufcac2/XC111518.ogg,rufcac2
train_audio/whbant2/XC404407.ogg,whbant2
train_audio/ruftof1/iNat142864.ogg,ruftof1
train_audio/brnowl/iNat852817.ogg,brnowl
train_audio/rinkin1/XC274834.ogg,rinkin1
train_audio/555146/XC1062610.ogg,555146
train_audio/watjac1/XC118669.ogg,watjac1
train_audio/ruftof1/XC435895.ogg,ruftof1
train_audio/trokin/iNat321632.ogg,trokin
train_audio/tattin1/iNat1359974.ogg,tattin1
train_audio/ficman1/XC315027.ogg,ficman1
train_audio/22973/iNat154035.ogg,22973
train_audio/crebec1/XC513637.ogg,crebec1
train_audio/1161364/iNat547199.ogg,1161364
train_audio/sobtyr1/iNat910179.ogg,sobtyr1
train_audio/magtan2/XC486880.ogg,magtan2
train_audio/lesgrf1/XC992390.ogg,lesgrf1
train_audio/whbant2/iNat1153736.ogg,whbant2
train_audio/22973/iNat218912.ogg,22973
train_audio/22956/iNat859871.ogg,22956
train_audio/scther1/XC51337.ogg,scther1
train_audio/souant1/iNat1648928.ogg,souant1
train_audio/barant1/XC154649.ogg,barant1
train_audio/camfli1/iNat1697459.ogg,camfli1
train_audio/scadov1/XC414333.ogg,scadov1
train_audio/fusfly1/XC1006647.ogg,fusfly1
train_audio/22973/iNat343840.ogg,22973
train_audio/burowl/XC694948.ogg,burowl
train_audio/orbtro3/XC415467.ogg,orbtro3
train_audio/houspa/iNat443980.ogg,houspa
train_audio/bufpar/iNat1689545.ogg,bufpar
train_audio/shcfly1/XC830208.ogg,shcfly1
train_audio/phecuc1/XC350794.ogg,phecuc1
train_audio/65377/iNat1372639.ogg,65377
train_audio/scther1/XC725047.ogg,scther1
train_audio/houspa/XC138577.ogg,houspa
train_audio/sibtan2/XC595925.ogg,sibtan2
train_audio/flawar1/XC427632.ogg,flawar1
train_audio/whlspi1/XC338639.ogg,whlspi1
train_audio/23158/XC926454.ogg,23158
train_audio/palhor3/XC834189.ogg,palhor3
train_audio/soulap1/XC577147.ogg,soulap1
train_audio/saffin/iNat1653408.ogg,saffin
train_audio/souscr1/XC2452.ogg,souscr1
train_audio/greant1/XC605709.ogg,greant1
train_audio/barant1/iNat933833.ogg,barant1
train_audio/phecuc1/XC796936.ogg,phecuc1
train_audio/greyel/XC714532.ogg,greyel
train_audio/saffin/iNat91251.ogg,saffin
train_audio/soulap1/iNat648242.ogg,soulap1
train_audio/bkcdon/XC443419.ogg,bkcdon
train_audio/rubthr1/XC344861.ogg,rubthr1
train_audio/67107/XC952975.ogg,67107
train_audio/ruftof1/XC711250.ogg,ruftof1
train_audio/magtan2/XC259761.ogg,magtan2
train_audio/yehcar1/iNat1239481.ogg,yehcar1
train_audio/glteme1/XC799755.ogg,glteme1
train_audio/flawar1/XC556422.ogg,flawar1
train_audio/blheag1/XC117174.ogg,blheag1
train_audio/lesgrf1/XC332753.ogg,lesgrf1
train_audio/compau/XC973328.ogg,compau
train_audio/souant1/XC358825.ogg,souant1
train_audio/spbant3/XC569152.ogg,spbant3
train_audio/giwrai1/XC118839.ogg,giwrai1
train_audio/toctou1/iNat1456182.ogg,toctou1
train_audio/rebscy1/XC422544.ogg,rebscy1
train_audio/saffin/XC345707.ogg,saffin
train_audio/burowl/iNat139041.ogg,burowl
train_audio/barant1/XC80111.ogg,barant1
train_audio/souscr1/XC461325.ogg,souscr1
train_audio/rutjac1/XC319592.ogg,rutjac1
train_audio/rumfly1/iNat865422.ogg,rumfly1
train_audio/horscr1/XC325541.ogg,horscr1
train_audio/pirfly1/iNat863500.ogg,pirfly1
train_audio/watjac1/XC144343.ogg,watjac1
train_audio/rinkin1/XC423017.ogg,rinkin1
train_audio/recfin1/XC759599.ogg,recfin1
train_audio/picpig2/iNat842125.ogg,picpig2
train_audio/rufhor2/iNat1505700.ogg,rufhor2
train_audio/watjac1/XC51397.ogg,watjac1
train_audio/baymac/iNat1150798.ogg,baymac
train_audio/sobcac1/iNat730759.ogg,sobcac1
train_audio/compot1/XC799063.ogg,compot1
train_audio/rebscy1/XC421469.ogg,rebscy1
train_audio/ficman1/XC615543.ogg,ficman1
train_audio/rutjac1/XC233566.ogg,rutjac1
train_audio/undtin1/XC631008.ogg,undtin1
train_audio/rufcac2/XC171672.ogg,rufcac2
train_audio/sobcac1/iNat1684939.ogg,sobcac1
train_audio/bkcdon/iNat1529577.ogg,bkcdon
train_audio/74113/XC1067103.ogg,74113
train_audio/grhtan1/XC576452.ogg,grhtan1
train_audio/limpki/iNat338810.ogg,limpki
train_audio/rufnig1/iNat517155.ogg,rufnig1
train_audio/compau/XC213429.ogg,compau
train_audio/fusfly1/XC176294.ogg,fusfly1
train_audio/yehcar1/iNat1246426.ogg,yehcar1
train_audio/scadov1/iNat970815.ogg,scadov1
train_audio/67107/XC1039651.ogg,67107
train_audio/burowl/iNat494688.ogg,burowl
train_audio/bobfly1/XC56166.ogg,bobfly1
train_audio/trokin/iNat48987.ogg,trokin
train_audio/crbthr1/iNat1691632.ogg,crbthr1
train_audio/rufnig1/iNat1166662.ogg,rufnig1
train_audio/brnowl/iNat57842.ogg,brnowl
train_audio/bobfly1/iNat607634.ogg,bobfly1
train_audio/glteme1/XC745502.ogg,glteme1
train_audio/65377/XC905709.ogg,65377
train_audio/thlwre1/iNat331011.ogg,thlwre1
train_audio/ficman1/XC615538.ogg,ficman1
train_audio/platyr1/XC616313.ogg,platyr1
train_audio/whnjay1/iNat1579069.ogg,whnjay1
train_audio/trsowl/XC276169.ogg,trsowl
train_audio/yecmac/XC51516.ogg,yecmac
train_audio/greyel/iNat320319.ogg,greyel
train_audio/strcuc1/XC435949.ogg,strcuc1
train_audio/rufcas2/XC404454.ogg,rufcas2
train_audio/orbtro3/XC208721.ogg,orbtro3
train_audio/lesgrf1/XC84503.ogg,lesgrf1
train_audio/trokin/iNat83879.ogg,trokin
train_audio/ruftho1/XC34543.ogg,ruftho1
train_audio/43435/iNat62638.ogg,43435
train_audio/ruftof1/XC880836.ogg,ruftof1
train_audio/scther1/XC85281.ogg,scther1
train_audio/pirfly1/XC890921.ogg,pirfly1
train_audio/1161364/iNat840159.ogg,1161364
train_audio/47144/XC1045485.ogg,47144
train_audio/rubthr1/XC293511.ogg,rubthr1
train_audio/picpig2/XC119107.ogg,picpig2
train_audio/greant1/iNat151722.ogg,greant1
train_audio/horscr1/XC665573.ogg,horscr1
train_audio/grhtan1/XC838070.ogg,grhtan1
train_audio/magtan2/XC215497.ogg,magtan2
train_audio/blchaw1/XC550357.ogg,blchaw1
train_audio/ocecra1/iNat986912.ogg,ocecra1
train_audio/thlwre1/XC196522.ogg,thlwre1
train_audio/flawar1/XC427646.ogg,flawar1
train_audio/rufcas2/XC722091.ogg,rufcas2
train_audio/thlwre1/XC131035.ogg,thlwre1
train_audio/paltan1/XC84794.ogg,paltan1
train_audio/pirfly1/XC521871.ogg,pirfly1
train_audio/rufgna3/iNat1290108.ogg,rufgna3
train_audio/scadov1/XC600278.ogg,scadov1
train_audio/compau/iNat559416.ogg,compau
train_audio/platyr1/XC687833.ogg,platyr1
train_audio/toctou1/XC760916.ogg,toctou1
train_audio/sibtan2/XC243030.ogg,sibtan2
train_audio/1161364/iNat818781.ogg,1161364
train_audio/rufgna3/XC548874.ogg,rufgna3
train_audio/bufpar/iNat504118.ogg,bufpar
train_audio/yeofly1/XC214587.ogg,yeofly1
train_audio/paltan1/XC274833.ogg,paltan1
train_audio/toctou1/XC920679.ogg,toctou1
train_audio/rufgna3/XC727641.ogg,rufgna3
train_audio/trsowl/iNat1321621.ogg,trsowl
train_audio/swthum1/XC927014.ogg,swthum1
train_audio/bkcdon/XC478219.ogg,bkcdon
train_audio/whbant2/XC656195.ogg,whbant2
train_audio/ficman1/XC438672.ogg,ficman1
train_audio/saffin/XC528006.ogg,saffin
train_audio/sibtan2/XC74139.ogg,sibtan2
train_audio/22983/iNat830655.ogg,22983
train_audio/rufcas2/XC2726.ogg,rufcas2
train_audio/23158/iNat1727252.ogg,23158
train_audio/sobtyr1/XC218731.ogg,sobtyr1
train_audio/whbwar2/XC157387.ogg,whbwar2
train_audio/sobcac1/XC686349.ogg,sobcac1
train_audio/rumfly1/XC549490.ogg,rumfly1
train_audio/ocecra1/iNat292150.ogg,ocecra1
train_audio/spbant3/XC436995.ogg,spbant3
train_audio/43435/iNat1477433.ogg,43435
train_audio/yeofly1/XC826348.ogg,yeofly1
train_audio/rumfly1/XC123644.ogg,rumfly1
train_audio/blheag1/XC554568.ogg,blheag1
train_audio/crebec1/XC602873.ogg,crebec1
train_audio/whbant2/XC488913.ogg,whbant2
train_audio/yebela1/XC1007764.ogg,yebela1
train_audio/phecuc1/iNat571792.ogg,phecuc1
train_audio/soulap1/iNat1405995.ogg,soulap1
train_audio/yecmac/XC148972.ogg,yecmac
train_audio/picpig2/XC202065.ogg,picpig2
train_audio/rinkin1/XC238451.ogg,rinkin1
train_audio/22983/iNat1243038.ogg,22983
train_audio/grhtan1/XC259720.ogg,grhtan1
train_audio/flawar1/XC427628.ogg,flawar1
train_audio/blchaw1/XC1015627.ogg,blchaw1
train_audio/ficman1/XC734445.ogg,ficman1
train_audio/bkcdon/XC131419.ogg,bkcdon
train_audio/555146/iNat1657895.ogg,555146
train_audio/yecmac/XC461804.ogg,yecmac
train_audio/greyel/iNat414971.ogg,greyel
train_audio/47144/iNat1729636.ogg,47144
train_audio/67107/iNat869726.ogg,67107
train_audio/saffin/XC553896.ogg,saffin
train_audio/plasla1/XC737349.ogg,plasla1
train_audio/ruftof1/XC1064619.ogg,ruftof1
train_audio/rufcac2/XC1061044.ogg,rufcac2
train_audio/bobfly1/XC6051.ogg,bobfly1
train_audio/souant1/XC944842.ogg,souant1
train_audio/ficman1/XC1037347.ogg,ficman1
train_audio/paltan1/iNat51288.ogg,paltan1
train_audio/shshaw/iNat1615799.ogg,shshaw
train_audio/giwrai1/XC394334.ogg,giwrai1
train_audio/rufnig1/XC572938.ogg,rufnig1
train_audio/toctou1/XC507908.ogg,toctou1
train_audio/gretho2/XC720781.ogg,gretho2
train_audio/43435/iNat1243479.ogg,43435
train_audio/smbtin1/XC682516.ogg,smbtin1
train_audio/plasla1/XC121923.ogg,plasla1
train_audio/sobtyr1/iNat587007.ogg,sobtyr1
train_audio/rufnig1/XC690791.ogg,rufnig1
train_audio/platyr1/XC656885.ogg,platyr1
train_audio/compau/XC436502.ogg,compau
train_audio/phecuc1/iNat34234.ogg,phecuc1
train_audio/rubthr1/XC82495.ogg,rubthr1
train_audio/sobtyr1/XC653904.ogg,sobtyr1
train_audio/paltan1/iNat1229253.ogg,paltan1
train_audio/bunibi1/XC1031753.ogg,bunibi1
train_audio/bufpar/iNat1599675.ogg,bufpar
train_audio/camfli1/iNat1549185.ogg,camfli1
train_audio/47144/iNat437856.ogg,47144
train_audio/yebcar/XC50744.ogg,yebcar
train_audio/rinkin1/XC359432.ogg,rinkin1
train_audio/thlwre1/XC213011.ogg,thlwre1
train_audio/lesgrf1/iNat878189.ogg,lesgrf1
train_audio/smbtin1/XC419581.ogg,smbtin1
train_audio/65377/XC905708.ogg,65377
train_audio/bufpar/XC698638.ogg,bufpar
train_audio/plasla1/XC789163.ogg,plasla1
train_audio/rutjac1/XC382483.ogg,rutjac1
train_audio/yecmac/XC148970.ogg,yecmac
train_audio/horscr1/XC800084.ogg,horscr1
train_audio/pirfly1/XC245350.ogg,pirfly1
train_audio/fusfly1/XC722090.ogg,fusfly1
train_audio/toctou1/XC809959.ogg,toctou1
train_audio/bunibi1/XC748950.ogg,bunibi1
train_audio/yecmac/XC901420.ogg,yecmac
train_audio/gilhum1/XC51362.ogg,gilhum1
train_audio/giwrai1/iNat308374.ogg,giwrai1
train_audio/smbtin1/XC114957.ogg,smbtin1
train_audio/yehcar1/iNat933937.ogg,yehcar1
train_audio/555146/iNat1263318.ogg,555146
train_audio/shcfly1/iNat1683777.ogg,shcfly1
train_audio/camfli1/iNat157463.ogg,camfli1
train_audio/scadov1/XC444164.ogg,scadov1
train_audio/flawar1/XC412187.ogg,flawar1
train_audio/shcfly1/iNat1500230.ogg,shcfly1
train_audio/palhor3/iNat1290450.ogg,palhor3
train_audio/yehcar1/iNat346411.ogg,yehcar1
train_audio/grhtan1/XC298016.ogg,grhtan1
train_audio/flawar1/XC164884.ogg,flawar1
