row_id,site,file,class,taxon,v616,candidate,delta,raw_sidecar
BC2026_Train_0001_S08_20250606_030007_35,S08,BC2026_Train_0001_S08_20250606_030007,47158son22,Insecta,0.987583339214325,0.9765833020210266,-0.01100003719329834,0.9878550171852112
BC2026_Train_0018_S22_20211028_234500_40,S22,BC2026_Train_0018_S22_20211028_234500,22967,Amphibia,0.8898333311080933,0.8788332939147949,-0.01100003719329834,0.9804120063781738
BC2026_Train_0018_S22_20211028_234500_35,S22,BC2026_Train_0018_S22_20211028_234500,517063,Amphibia,0.8715832829475403,0.8605833053588867,-0.010999977588653564,0.8873732089996338
BC2026_Train_0004_S08_20250607_070007_35,S08,BC2026_Train_0004_S08_20250607_070007,47158son17,Insecta,0.9155000448226929,0.9046666622161865,-0.010833382606506348,0.8621275424957275
BC2026_Train_0019_S22_20211104_200000_10,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.9516666531562805,0.940833330154419,-0.010833323001861572,0.9941399097442627
BC2026_Train_0014_S13_20220228_214500_25,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9725834131240845,0.9619166254997253,-0.01066678762435913,0.9795565605163574
BC2026_Train_0020_S22_20211104_231500_30,S22,BC2026_Train_0020_S22_20211104_231500,517063,Amphibia,0.9160000681877136,0.9053332805633545,-0.01066678762435913,0.9360184073448181
BC2026_Train_0012_S03_20220211_233000_40,S03,BC2026_Train_0012_S03_20220211_233000,517063,Amphibia,0.9739166498184204,0.963249921798706,-0.010666728019714355,0.977257490158081
BC2026_Train_0019_S22_20211104_200000_55,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.8303333520889282,0.8198332786560059,-0.010500073432922363,0.968058705329895
BC2026_Train_0019_S22_20211104_200000_15,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.9381666779518127,0.9276666045188904,-0.010500073432922363,0.9927869439125061
BC2026_Train_0019_S22_20211104_200000_5,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.9721667170524597,0.9616667032241821,-0.010500013828277588,0.9949116110801697
BC2026_Train_0020_S22_20211104_231500_10,S22,BC2026_Train_0020_S22_20211104_231500,22973,Amphibia,0.8428332805633545,0.8323333263397217,-0.010499954223632812,0.9745751619338989
BC2026_Train_0014_S13_20220228_214500_15,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9729166626930237,0.9625833034515381,-0.010333359241485596,0.9808558821678162
BC2026_Train_0004_S08_20250607_070007_10,S08,BC2026_Train_0004_S08_20250607_070007,47158son17,Insecta,0.9581666588783264,0.9478332996368408,-0.010333359241485596,0.9297406077384949
BC2026_Train_0018_S22_20211028_234500_55,S22,BC2026_Train_0018_S22_20211028_234500,22967,Amphibia,0.8950000405311584,0.8849999904632568,-0.010000050067901611,0.9844120144844055
BC2026_Train_0002_S08_20250607_030007_30,S08,BC2026_Train_0002_S08_20250607_030007,47158son25,Insecta,0.9444999694824219,0.934499979019165,-0.009999990463256836,0.9789943695068359
BC2026_Train_0004_S08_20250607_070007_5,S08,BC2026_Train_0004_S08_20250607_070007,chacha1,Aves,0.9046666622161865,0.8948333263397217,-0.009833335876464844,0.5868285298347473
BC2026_Train_0014_S13_20220228_214500_35,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9420000314712524,0.9323332905769348,-0.009666740894317627,0.9734331369400024
BC2026_Train_0013_S13_20220217_233000_40,S13,BC2026_Train_0013_S13_20220217_233000,1491113,Amphibia,0.9788333773612976,0.96916663646698,-0.009666740894317627,0.9965180158615112
BC2026_Train_0001_S08_20250606_030007_40,S08,BC2026_Train_0001_S08_20250606_030007,47158son23,Insecta,0.9539166688919067,0.9444166421890259,-0.00950002670288086,0.9891397953033447
BC2026_Train_0001_S08_20250606_030007_40,S08,BC2026_Train_0001_S08_20250606_030007,47158son22,Insecta,0.9535833597183228,0.9444166421890259,-0.009166717529296875,0.9876388311386108
BC2026_Train_0016_S18_20220204_221500_30,S18,BC2026_Train_0016_S18_20220204_221500,22967,Amphibia,0.9353333711624146,0.9261666536331177,-0.009166717529296875,0.987368643283844
BC2026_Train_0004_S08_20250607_070007_20,S08,BC2026_Train_0004_S08_20250607_070007,116570,Reptilia,0.9820833206176758,0.9729166626930237,-0.0091666579246521,0.6759061813354492
BC2026_Train_0013_S13_20220217_233000_40,S13,BC2026_Train_0013_S13_20220217_233000,517063,Amphibia,0.8058333992958069,0.7968332767486572,-0.009000122547149658,0.8556323051452637
BC2026_Train_0001_S08_20250606_030007_40,S08,BC2026_Train_0001_S08_20250606_030007,47158son21,Insecta,0.9534167051315308,0.9444166421890259,-0.009000062942504883,0.9814863801002502
BC2026_Train_0012_S03_20220211_233000_55,S03,BC2026_Train_0012_S03_20220211_233000,517063,Amphibia,0.9737500548362732,0.9652499556541443,-0.008500099182128906,0.9780585765838623
BC2026_Train_0019_S22_20211104_200000_60,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.7983333468437195,0.7898333072662354,-0.00850003957748413,0.9598793387413025
BC2026_Train_0020_S22_20211104_231500_55,S22,BC2026_Train_0020_S22_20211104_231500,trsowl,Aves,0.9823334217071533,0.9739999771118164,-0.008333444595336914,0.9259568452835083
BC2026_Train_0018_S22_20211028_234500_5,S22,BC2026_Train_0018_S22_20211028_234500,517063,Amphibia,0.8218333125114441,0.8134999871253967,-0.008333325386047363,0.8703049421310425
BC2026_Train_0012_S03_20220211_233000_50,S03,BC2026_Train_0012_S03_20220211_233000,517063,Amphibia,0.9739166498184204,0.965916633605957,-0.008000016212463379,0.9786168932914734
BC2026_Train_0017_S22_20211026_233000_40,S22,BC2026_Train_0017_S22_20211026_233000,compau,Aves,0.9958333373069763,0.9878333210945129,-0.008000016212463379,0.9700137376785278
BC2026_Train_0013_S13_20220217_233000_25,S13,BC2026_Train_0013_S13_20220217_233000,1491113,Amphibia,0.9798333644866943,0.971833348274231,-0.008000016212463379,0.9970608353614807
BC2026_Train_0018_S22_20211028_234500_35,S22,BC2026_Train_0018_S22_20211028_234500,22973,Amphibia,0.9131666421890259,0.9051666259765625,-0.008000016212463379,0.9937112331390381
BC2026_Train_0001_S08_20250606_030007_15,S08,BC2026_Train_0001_S08_20250606_030007,47158son13,Insecta,0.9688333868980408,0.9608333706855774,-0.008000016212463379,0.97802734375
BC2026_Train_0019_S22_20211104_200000_30,S22,BC2026_Train_0019_S22_20211104_200000,65380,Amphibia,0.971750020980835,0.9639165997505188,-0.007833421230316162,0.9830021262168884
BC2026_Train_0019_S22_20211104_200000_30,S22,BC2026_Train_0019_S22_20211104_200000,22973,Amphibia,0.8726667165756226,0.8648332953453064,-0.007833421230316162,0.9906308054924011
BC2026_Train_0001_S08_20250606_030007_40,S08,BC2026_Train_0001_S08_20250606_030007,47158son13,Insecta,0.9535833597183228,0.9457499980926514,-0.007833361625671387,0.9781213998794556
BC2026_Train_0001_S08_20250606_030007_35,S08,BC2026_Train_0001_S08_20250606_030007,47158son21,Insecta,0.9877499938011169,0.9799166321754456,-0.007833361625671387,0.9867798686027527
BC2026_Train_0011_S03_20211114_200000_50,S03,BC2026_Train_0011_S03_20211114_200000,22973,Amphibia,0.9465000033378601,0.9386666417121887,-0.007833361625671387,0.9946640729904175
BC2026_Train_0004_S08_20250607_070007_20,S08,BC2026_Train_0004_S08_20250607_070007,chacha1,Aves,0.953999936580658,0.9461666345596313,-0.007833302021026611,0.7352896332740784
BC2026_Train_0001_S08_20250606_030007_15,S08,BC2026_Train_0001_S08_20250606_030007,47158son21,Insecta,0.9698333740234375,0.9621666669845581,-0.0076667070388793945,0.9843593239784241
BC2026_Train_0001_S08_20250606_030007_35,S08,BC2026_Train_0001_S08_20250606_030007,47158son13,Insecta,0.9867500066757202,0.9792499542236328,-0.007500052452087402,0.9800405502319336
BC2026_Train_0004_S08_20250607_070007_40,S08,BC2026_Train_0004_S08_20250607_070007,47158son17,Insecta,0.8668333888053894,0.859333336353302,-0.007500052452087402,0.8128278851509094
BC2026_Train_0004_S08_20250607_070007_25,S08,BC2026_Train_0004_S08_20250607_070007,47158son17,Insecta,0.9106666445732117,0.903166651725769,-0.007499992847442627,0.9001176953315735
BC2026_Train_0012_S03_20220211_233000_25,S03,BC2026_Train_0012_S03_20220211_233000,517063,Amphibia,0.9739167094230652,0.966583251953125,-0.0073334574699401855,0.9789866805076599
BC2026_Train_0014_S13_20220228_214500_40,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9719167351722717,0.9645832777023315,-0.0073334574699401855,0.9831599593162537
BC2026_Train_0020_S22_20211104_231500_25,S22,BC2026_Train_0020_S22_20211104_231500,trsowl,Aves,1.0,0.9926666021347046,-0.00733339786529541,0.9410260319709778
BC2026_Train_0001_S08_20250606_030007_35,S08,BC2026_Train_0001_S08_20250606_030007,47158son25,Insecta,0.987333357334137,0.9801666140556335,-0.007166743278503418,0.988038182258606
BC2026_Train_0013_S13_20220217_233000_35,S13,BC2026_Train_0013_S13_20220217_233000,1491113,Amphibia,0.9769999980926514,0.9698333144187927,-0.007166683673858643,0.9967570900917053
BC2026_Train_0012_S03_20220211_233000_60,S03,BC2026_Train_0012_S03_20220211_233000,517063,Amphibia,0.971583366394043,0.9645832777023315,-0.007000088691711426,0.9776336550712585
BC2026_Train_0011_S03_20211114_200000_30,S03,BC2026_Train_0011_S03_20211114_200000,22973,Amphibia,0.8906667232513428,0.8836666345596313,-0.007000088691711426,0.9915750622749329
BC2026_Train_0002_S08_20250607_030007_50,S08,BC2026_Train_0002_S08_20250607_030007,47158son25,Insecta,0.9300000071525574,0.9231666326522827,-0.006833374500274658,0.9845075607299805
BC2026_Train_0018_S22_20211028_234500_40,S22,BC2026_Train_0018_S22_20211028_234500,517063,Amphibia,0.8090000748634338,0.8023332953453064,-0.006666779518127441,0.868528425693512
BC2026_Train_0001_S08_20250606_030007_50,S08,BC2026_Train_0001_S08_20250606_030007,47158son21,Insecta,0.965999960899353,0.9593333005905151,-0.006666660308837891,0.9844282269477844
BC2026_Train_0016_S18_20220204_221500_15,S18,BC2026_Train_0016_S18_20220204_221500,22967,Amphibia,0.8963333368301392,0.8898332715034485,-0.006500065326690674,0.9854093194007874
BC2026_Train_0013_S13_20220217_233000_5,S13,BC2026_Train_0013_S13_20220217_233000,1491113,Amphibia,0.9338333606719971,0.9273332953453064,-0.006500065326690674,0.99220871925354
BC2026_Train_0004_S08_20250607_070007_10,S08,BC2026_Train_0004_S08_20250607_070007,chacha1,Aves,0.937166690826416,0.9308332800865173,-0.006333410739898682,0.7278875112533569
BC2026_Train_0004_S08_20250607_070007_60,S08,BC2026_Train_0004_S08_20250607_070007,47158son17,Insecta,0.8398333191871643,0.8334999680519104,-0.006333351135253906,0.8017997145652771
BC2026_Train_0017_S22_20211026_233000_40,S22,BC2026_Train_0017_S22_20211026_233000,nacnig1,Aves,0.9954999685287476,0.9891666173934937,-0.006333351135253906,0.9896571040153503
BC2026_Train_0001_S08_20250606_030007_50,S08,BC2026_Train_0001_S08_20250606_030007,47158son23,Insecta,0.9663333296775818,0.9599999785423279,-0.006333351135253906,0.9916225075721741
BC2026_Train_0014_S13_20220228_214500_45,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.971416711807251,0.9652499556541443,-0.0061667561531066895,0.9834172129631042
BC2026_Train_0003_S08_20250607_070007_5,S08,BC2026_Train_0003_S08_20250607_070007,47158son25,Insecta,0.8865833878517151,0.8804166316986084,-0.0061667561531066895,0.9592416882514954
BC2026_Train_0003_S08_20250607_070007_5,S08,BC2026_Train_0003_S08_20250607_070007,47158son20,Insecta,0.9953333735466003,0.9891666173934937,-0.0061667561531066895,0.9563956260681152
BC2026_Train_0003_S08_20250607_070007_15,S08,BC2026_Train_0003_S08_20250607_070007,chacha1,Aves,0.983500063419342,0.9773333072662354,-0.0061667561531066895,0.8609837889671326
BC2026_Train_0020_S22_20211104_231500_10,S22,BC2026_Train_0020_S22_20211104_231500,517063,Amphibia,0.8543333411216736,0.8481666445732117,-0.006166696548461914,0.9185383319854736
BC2026_Train_0001_S08_20250606_030007_35,S08,BC2026_Train_0001_S08_20250606_030007,47158son23,Insecta,0.9874166250228882,0.9812499284744263,-0.006166696548461914,0.9922274947166443
BC2026_Train_0018_S22_20211028_234500_5,S22,BC2026_Train_0018_S22_20211028_234500,trsowl,Aves,0.9786666631698608,0.9724999666213989,-0.006166696548461914,0.9363830089569092
BC2026_Train_0001_S08_20250606_030007_20,S08,BC2026_Train_0001_S08_20250606_030007,47158son23,Insecta,0.9758333563804626,0.9698333144187927,-0.006000041961669922,0.9913415312767029
BC2026_Train_0016_S18_20220204_221500_10,S18,BC2026_Train_0016_S18_20220204_221500,22967,Amphibia,0.9188333749771118,0.9128333330154419,-0.006000041961669922,0.9874684810638428
BC2026_Train_0001_S08_20250606_030007_50,S08,BC2026_Train_0001_S08_20250606_030007,47158son22,Insecta,0.9666666388511658,0.9606666564941406,-0.0059999823570251465,0.9908855557441711
BC2026_Train_0003_S08_20250607_070007_5,S08,BC2026_Train_0003_S08_20250607_070007,47158son11,Insecta,0.9880000352859497,0.9821666479110718,-0.00583338737487793,0.9642428159713745
BC2026_Train_0007_S09_20250829_000000_60,S09,BC2026_Train_0007_S09_20250829_000000,grekis,Aves,0.9827500581741333,0.9769166707992554,-0.00583338737487793,0.7322430610656738
BC2026_Train_0001_S08_20250606_030007_15,S08,BC2026_Train_0001_S08_20250606_030007,47158son25,Insecta,0.9722500443458557,0.966583251953125,-0.005666792392730713,0.9872069954872131
BC2026_Train_0020_S22_20211104_231500_50,S22,BC2026_Train_0020_S22_20211104_231500,22973,Amphibia,0.8266666531562805,0.8209999799728394,-0.005666673183441162,0.9844879508018494
BC2026_Train_0017_S22_20211026_233000_50,S22,BC2026_Train_0017_S22_20211026_233000,555146,Amphibia,0.9819166660308838,0.9762499928474426,-0.005666673183441162,0.440695583820343
BC2026_Train_0001_S08_20250606_030007_15,S08,BC2026_Train_0001_S08_20250606_030007,47158son22,Insecta,0.9691666960716248,0.9635000228881836,-0.005666673183441162,0.9900115132331848
BC2026_Train_0004_S08_20250607_070007_25,S08,BC2026_Train_0004_S08_20250607_070007,chacha1,Aves,0.9626666903495789,0.9571666121482849,-0.005500078201293945,0.7944126129150391
BC2026_Train_0004_S08_20250607_070007_45,S08,BC2026_Train_0004_S08_20250607_070007,47158son18,Insecta,0.9911667108535767,0.9856666326522827,-0.005500078201293945,0.8939199447631836
BC2026_Train_0003_S08_20250607_070007_5,S08,BC2026_Train_0003_S08_20250607_070007,47158son08,Insecta,0.9894166588783264,0.9839166402816772,-0.00550001859664917,0.9557338356971741
BC2026_Train_0001_S08_20250606_030007_50,S08,BC2026_Train_0001_S08_20250606_030007,47158son13,Insecta,0.966166615486145,0.9606666564941406,-0.0054999589920043945,0.9814929366111755
BC2026_Train_0001_S08_20250606_030007_25,S08,BC2026_Train_0001_S08_20250606_030007,47158son23,Insecta,0.9459999799728394,0.940500020980835,-0.0054999589920043945,0.9894444346427917
BC2026_Train_0003_S08_20250607_070007_5,S08,BC2026_Train_0003_S08_20250607_070007,chacha1,Aves,0.9750000238418579,0.9696666598320007,-0.005333364009857178,0.8276685476303101
BC2026_Train_0005_S08_20250607_070007_30,S08,BC2026_Train_0005_S08_20250607_070007,47158son17,Insecta,0.9300000071525574,0.9246666431427002,-0.005333364009857178,0.9374799132347107
BC2026_Train_0020_S22_20211104_231500_20,S22,BC2026_Train_0020_S22_20211104_231500,517063,Amphibia,0.925000011920929,0.9196666479110718,-0.005333364009857178,0.9685646891593933
BC2026_Train_0001_S08_20250606_030007_30,S08,BC2026_Train_0001_S08_20250606_030007,47158son21,Insecta,0.9170000553131104,0.9118333458900452,-0.0051667094230651855,0.9820482730865479
BC2026_Train_0017_S22_20211026_233000_55,S22,BC2026_Train_0017_S22_20211026_233000,litnig1,Aves,0.999666690826416,0.9946666359901428,-0.005000054836273193,0.9970088601112366
BC2026_Train_0002_S08_20250607_030007_35,S08,BC2026_Train_0002_S08_20250607_030007,47158son25,Insecta,0.9235832691192627,0.9185832738876343,-0.004999995231628418,0.9846324920654297
BC2026_Train_0018_S22_20211028_234500_55,S22,BC2026_Train_0018_S22_20211028_234500,litnig1,Aves,0.9354166388511658,0.9304166436195374,-0.004999995231628418,0.9121052026748657
BC2026_Train_0002_S08_20250607_030007_10,S08,BC2026_Train_0002_S08_20250607_030007,47158son25,Insecta,0.9328333735466003,0.9279999732971191,-0.004833400249481201,0.9852929711341858
BC2026_Train_0016_S18_20220204_221500_20,S18,BC2026_Train_0016_S18_20220204_221500,22967,Amphibia,0.9475000500679016,0.9426666498184204,-0.004833400249481201,0.9910082221031189
BC2026_Train_0017_S22_20211026_233000_20,S22,BC2026_Train_0017_S22_20211026_233000,nacnig1,Aves,0.9911666512489319,0.9863333106040955,-0.004833340644836426,0.9911826848983765
BC2026_Train_0007_S09_20250829_000000_5,S09,BC2026_Train_0007_S09_20250829_000000,grekis,Aves,0.9824166297912598,0.9775832891464233,-0.004833340644836426,0.7537897229194641
BC2026_Train_0002_S08_20250607_030007_60,S08,BC2026_Train_0002_S08_20250607_030007,47158son25,Insecta,0.9131667017936707,0.9084999561309814,-0.004666745662689209,0.9844956398010254
BC2026_Train_0017_S22_20211026_233000_30,S22,BC2026_Train_0017_S22_20211026_233000,22967,Amphibia,0.8513333797454834,0.8466666340827942,-0.004666745662689209,0.9798953533172607
BC2026_Train_0014_S13_20220228_214500_55,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9256666898727417,0.9210000038146973,-0.004666686058044434,0.9786450862884521
BC2026_Train_0004_S08_20250607_070007_5,S08,BC2026_Train_0004_S08_20250607_070007,47158son18,Insecta,0.99916672706604,0.9946666359901428,-0.004500091075897217,0.9128344655036926
BC2026_Train_0014_S13_20220228_214500_10,S13,BC2026_Train_0014_S13_20220228_214500,65380,Amphibia,0.9724166989326477,0.9679166078567505,-0.004500091075897217,0.9866341352462769
